,EV,TS,P,Type,E1,D3,time1
99327,243022,200001,100000,29014,0.001326868185,0.00132687,5092.413856
99334,520308,400001,100000,29014,0.001315572235,0.00131557,22469.9258
99340,590321,300001,100000,29014,0.001306890773,0.00130689,7622.444275
99346,941118,500001,100000,29014,0.0007620647395,0.000762065,21812.22619
99348,590324,500001,100000,29014,0.0004968015648,0.000496802,10368.58014
99361,801627,600001,100000,29014,0.002173415894,0.00217342,1963.766158
99365,520316,700001,100000,29014,0.0007255728951,0.000725573,30962.95747
99375,172645,600001,100000,29014,0.001904553426,0.00190455,13309.78668
99388,660948,400001,100000,29014,0.0002349451641,0.000234945,895.5816038
99393,590345,400001,100000,29014,6.481174889e-05,6.48117e-05,8061.212026
99400,243047,200001,100000,29014,0.001332653428,0.00133265,25434.95182
99401,731462,400001,100000,29014,0.0003697281495,0.00169438,29805.60468
99405,870951,600001,100000,29014,0.0003437097284,0.00034371,19429.2035
99411,941126,200001,100000,29014,0.001326977712,0.00132698,6516.876897
99425,870956,800001,100000,29014,0.001337709968,0.00133771,102181.7374
99431,941131,200001,100000,29014,0.00133944342,0.00133944,36608.07721
99432,379437,500001,100000,31014,0.0002674710752,0.000267471,27956.60237
99443,103500,300001,100000,30014,0.002020681397,0.00202068,15601.21302
99452,103504,200001,100000,29014,0.001330528874,0.00133053,8319.171669
99454,801636,700001,100000,29014,0.003314753336,0.00331475,44435.83734
99461,103511,500001,100000,29014,0.001295265008,0.00129527,4233.467685
99469,34045,500001,100000,29014,0.0001009132818,0.000100913,5740.913919
99492,660992,700001,100000,29014,0.0009173853531,0.000917385,54663.96452
99493,449473,200001,100000,29014,0.001327972449,0.00132797,17359.62724
99499,449475,700001,100000,29014,0.0002631376571,0.000263138,25927.48642
99503,801650,700001,100000,29014,0.0008132159402,0.000813216,16761.62167
99506,520369,200001,100000,29014,0.001344772,0.00134477,1577.768149
99517,941166,200001,100000,29014,0.001333891926,0.00133389,903.615077
99522,103519,600001,100000,29014,0.0001969369596,0.000196937,35934.72928
99525,941169,400001,100000,29014,3.049466263e-05,0.00205939,30432.85856
99532,520381,500001,100000,30014,0.0006243101257,0.00062431,32498.02456
99541,103529,700001,100000,30014,0.0007831820392,0.000783182,20272.88417
99548,941180,300001,100000,29014,0.001327309305,0.00208177,39722.29868
